,address,hotel name,score,url,description,city,category score,lat,lon,description_w,temp.day,humidity,rain,pop
69,"48 Rue Guillaume Puy, 84000 Avignon, France",Au coeur du centre historique 3 étoiles,8.1,https://www.booking.com/hotel/fr/au-coeur-du-centre-historique-3-etoiles.en-gb.html,"[""You're eligible for a Genius discount at Au coeur du centre historique 3 étoiles! To save at this property, all you have to do is "", '.', 'Offering free WiFi and city views, Au coeur du centre historique 3 étoiles is an accommodation situated right in the heart of Avignon, just less than 1 km from Papal Palace and a 12-minute walk from Avignon Central Station. The property is 39 km from Arles Amphitheatre and 45 km from Parc Expo Nîmes.', 'The apartment has 2 bedrooms, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are available in the apartment.', 'If you would like to discover the area, hiking and fishing are possible in the surroundings.', 'Avignon TGV Train Station is 5.4 km from the apartment, while Parc des Expositions Avignon is 9.4 km from the property. The nearest airport is Avignon-Provence Airport, 10 km from Au coeur du centre historique 3 étoiles. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
70,"44 Cours Jean Jaurès, 84000 Avignon, France",Hôtel Le Bristol,7.9,https://www.booking.com/hotel/fr/hotel-bristol-avignon.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Le Bristol! To save at this property, all you have to do is "", '.', 'Ideally located inside the ramparts in the centre of Avignon, Hôtel Le Bristol offers air-conditioned rooms, a bar, free WiFi and a shared lounge. There is also a 24-hour front desk and a concierge service.', 'Just a 15-minute walk to the Palais des Papes, the rooms are equipped with a desk, a flat-screen TV and a private bathroom.', 'Guests at Hôtel Le Bristol can enjoy a buffet breakfast.', 'The nearest airport is Avignon-Provence Airport, 9 km from Hôtel Le Bristol. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
71,"6 Avenue de la Gare, 84000 Avignon, France",Aparthotel Adagio Access Avignon,7.6,https://www.booking.com/hotel/fr/citea-avignon.en-gb.html,"[""Aparthotel Adagio Access Avignon is located by the Avignon TGV Train Station, only 10 minutes' drive from the town centre. The residence offers air-conditioned apartments and studios with a well-equipped kitchenette."", 'The studios and apartments have a simple décor. They include satellite TV, free internet access and a private bathroom.', 'Enjoy breakfast at the Aparthotel Adagio Access Avignon’s charming breakfast room. All rooms are serviced by a lift.', 'The residence is less than a 10-minute drive from the Palais des Papes and the Pont d’Avignon. Paid parking is available on site (reservation is not possible). ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
72,"25 RUE BERTRAND, 84000 Avignon, France",A l'ombre du Palais,8.3,https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.en-gb.html,"[""You're eligible for a Genius discount at A l'ombre du Palais! To save at this property, all you have to do is "", '.', ""Situated 150 m from Papal Palace and a 10-minute walk from Avignon Bridge, A l'ombre du Palais features accommodation with a shared furnished terrace. Free WiFi is provided."", 'Each accommodation unit includes a seating area with a TV with satellite channels, a kitchenette with a dining area, and a private bathroom. A microwave and fridge are also available, as well as a kettle.', 'After a day of hiking, cycling or fishing, guests can relax in the shared lounge area or on the roof terrace. Guests also have access to a fully equipped shared kitchen with an oven and a dining area that can seat 16 people. Guests have access to a utility room with a washing machine, tumble dryer and iron. There is also a communal barbecue which guests can use upon request and for an extra charge.', 'Many shops and restaurants can be found within a 5-minute walk.', ""Popular points of interest near the aparthotel include Pont d'Avignon, University of Avignon and Ceccano Media Library. Avignon TGV train station is a 15-minute drive away and the nearest airport is Montpellier - Mediterranee Airport, 93 km from A l'ombre du Palais. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
73,"20, rue du Portail Boquier, 84000 Avignon, France",Hôtel Cloitre Saint Louis Avignon,7.6,https://www.booking.com/hotel/fr/clarioncloitrestlouis.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Cloitre Saint Louis Avignon! To save at this property, all you have to do is "", '.', ""Set in central Avignon, a 15-minute walk from Palais des Papes and Pont d'Avignon, this 16th-century hotel offers an outdoor rooftop pool with a large sun terrace. Some of the stylish rooms are located in the historic building featuring archways and vaulted ceilings. Free WiFi is available."", 'Each air-conditioned room includes a flat-screen TV with satellite channels. All rooms are non-smoking and have a contemporary bathroom with a hairdryer. Some rooms feature a balcony with views of the courtyard.', 'Restaurant Le Saint Louis serves traditional French cuisine at Hôtel Cloitre Saint Louis. Guests can dine on the terrace in summer and enjoy drinks in the lounge bar. A buffet breakfast is prepared every morning. An in-room breakfast can be enjoyed at extra cost.', 'Calvet Museum and Avignon Train Station are a 5-minute walk from the hotel and Avignon Airport is a 20-minute drive away. Private parking is available. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
74,"63 Rue du Portail Magnanen, 84000 Avignon, France",Le Magnan,8.3,https://www.booking.com/hotel/fr/hotellemagnan.en-gb.html,"[""You're eligible for a Genius discount at Le Magnan! To save at this property, all you have to do is "", '.', 'Located in a verdant setting within the ancient city walls, Le Magnan offers free WiFi. It is a 10-minute walk from the Papal Palace.', 'Most of the comfortable guestrooms have a view of the garden and all rooms have an ensuite bathroom with bath or shower, direct-dial telephone, satellite TV and free WiFi internet access.', 'Le Magnan serves breakfast and in the summer months it can be enjoyed on the garden patio. A light breakfast including a hot drink, a French pastry and fruit juice can also be enjoyed at a reduced rate.', 'Just 5 minutes from the hotel, guests will find restaurants that feature traditional and regional French cuisine. They are able to accommodate groups and large parties.', 'The property is 700 m from Avignon Centre Train Station, and 1 km from Avignon University. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
75,"1715 Chemin du Lavarin, 84000 Avignon, France",Best Western Plus Le Lavarin,8.3,https://www.booking.com/hotel/fr/hotellelavarin.en-gb.html,"[""You're eligible for a Genius discount at Best Western Plus Le Lavarin! To save at this property, all you have to do is "", '.', 'Best Western Hôtel du Lavarin is situated in Avignon and is 2.5 km from the ramparts, the Palais des Papes and the Pont d’Avignon. A fitness room, a sauna and an indoor pool are also available on site.', 'The Best Western Hôtel du Lavarin offers comfortable and air conditioned rooms with free WiFi access.', 'Breakfast and other meals are served with the taste of Provence, in the restaurant, patio or garden. The restaurant is open from Monday to Saturday evening. An extra catering service is offered on Sunday evenings with cold meets, cheeses and casseroles recipes.', 'The hotel’s garden has olive and plane trees, and a private outdoor swimming pool. There is secure, closed parking on site with 2 Tesla charging points. Bike rental and babysitting services are also available upon request.', 'The hotel is a 5-minute bus ride from the TGV Train Station (bus n°14) and a 15-minute bus ride from the city centre of Avignon. The bus stop is opposite the hotel. Gardon gorges, the Pont du Gard and Le Mont Ventoux are all a 30-minute drive away. Friendly staff can also arrange a local tour operator for you. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
76,"15 rue Petite Saunerie, 84000 Avignon, France",Hôtel Le Médiéval,7.9,https://www.booking.com/hotel/fr/le-medieval-avignon.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Le Médiéval! To save at this property, all you have to do is "", '.', ""Le Médiéval is set in a former cardinal's palace in Avignon historic centre. This 17th-century building is a 5-minute walk from the Popes Palace and offers a floral patio with a fountain."", 'Accessed via a staircase, each air-conditioned room has a satellite TV and some feature a bathtub. They are also equipped with a direct dial phone, a work desk and free WiFi is available in the entire hotel Le Medieval.', 'A buffet breakfast is served every morning and the hotel is close to many shops and restaurants.', 'The hotel includes a TV room and a library.', 'Le Medieval is 5 km from Avignon TGV train Station and 10 km from Avignon Airport. Free bike  parking is available at the property and is subject to availability, and public parking is available nearby at a discounted rate. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
77,"10 Rue Puits de la Reille, 84000 Avignon, France",NOUVEAU - AUX MARCHES DU PALAIS - SPACIEUX - LOGGIA,9.0,https://www.booking.com/hotel/fr/nouveau-aux-marches-du-palais-spacieux-loggia.en-gb.html,"['NOUVEAU - AUX MARCHES DU PALAIS - SPACIEUX - LOGGIA is situated in Avignon, 200 m from Papal Palace and 1.1 km from Avignon Central Station, in an area where hiking can be enjoyed. This property offers access to a balcony and free WiFi.', 'The apartment features 3 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a patio with city views.', 'A terrace is available for guests to use at the apartment.', 'Avignon TGV Train Station is 4.9 km from NOUVEAU - AUX MARCHES DU PALAIS - SPACIEUX - LOGGIA, while Parc des Expositions Avignon is 12 km from the property. The nearest airport is Avignon-Provence Airport, 12 km from the accommodation. ']",Avignon,9.0,43.9492,4.8059,scattered clouds,24,52,16,47
78,"19 Rue de L'oriflamme, 84000 Avignon, France",Maison XIXe et Jardin en Intramuros,8.8,https://www.booking.com/hotel/fr/maison-xixe-et-jardin-en-intramuros.en-gb.html,"[""You're eligible for a Genius discount at Maison XIXe et Jardin en Intramuros! To save at this property, all you have to do is "", '.', 'Maison XIXe et jardin en intramuros is located in Avignon’s city centre. Free WiFi access is available in this holiday home. The property is a 5-minute walk from the Papal Palace, and within 300 m from many bars, restaurants and shops.', 'This elegant holiday home will provide you with air conditioning, a seating area and 2 flat-screen TVs. There is a fully equipped kitchen with a dishwasher and a microwave. The private bathroom features an antique bathtub, a shower and a toilet. You can enjoy garden views from the rooms.', 'At Maison XIXe et jardin en intramuros you will find a garden. If you feel like visiting the surroundings, check out Avignon Central Station (1 km).', 'This holiday home is 10 km from Avignon-Provence Airport and 70 km from Marseille Provence Airport. ']",Avignon,9.0,43.9492,4.8059,scattered clouds,24,52,16,47
79,"2 rue Nicolas Lescuyer, 84000 Avignon, France",Beautiful flat in a character house in the heart of Avignon - Welkeys,9.0,https://www.booking.com/hotel/fr/beautiful-flat-in-a-character-house-in-the-heart-of-avignon-welkeys.en-gb.html,"['Offering free WiFi and free private parking, Beautiful flat in a character house in the heart of Avignon - Welkeys is located in Avignon, just less than 1 km from Avignon Central Station. The property is 12 km from Parc des Expositions Avignon and 38 km from Arles Amphitheatre.', 'The apartment features 2 bedrooms, a TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 2 bathrooms with a shower. Towels and bed linen are provided in the apartment.', 'Papal Palace is less than 1 km from the apartment, while Avignon TGV Train Station is 4.8 km away. The nearest airport is Avignon-Provence Airport, 13 km from Beautiful flat in a character house in the heart of Avignon - Welkeys. ']",Avignon,9.0,43.9492,4.8059,scattered clouds,24,52,16,47
80,"939, Route De Nîmes, 30220 Aigues-Mortes, France",Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel,7.0,https://www.booking.com/hotel/fr/le-royal-hotel-aigues-mortes.en-gb.html,"['Featuring free WiFi and a seasonal outdoor swimming pool, Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel is located in Aigues-Mortes, a 15-minute drive from the Carmague Natural Regional Park. The nearest beach is a 15-minute drive away. Free parking is available on site.', 'Certain rooms include views of the pool or garden. Each room comes with a flat-screen TV and a private bathroom. Some rooms also feature a private terrace.', 'A buffet breakfast is available for an extra charge.', 'Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel also provides meeting facilities.', 'Nîmes is 40 km from Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel, while Arles is 45 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 26 km from the property. ']",Aigues-Mortes,7.0,43.5658,4.1913,broken clouds,21,77,14,39
81,"278 Chemin de Trouche, 30220 Aigues-Mortes, France",Résidence Odalys Fleur de Sel,8.3,https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.en-gb.html,"[""You're eligible for a Genius discount at Résidence Odalys Fleur de Sel! To save at this property, all you have to do is "", '.', 'Set in Aigues-Mortes, Résidence Odalys Fleur de Sel is a 5-minute walk from the historic town centre and offers a seasonal outdoor heated pool. Free WiFi is available on site.', 'The apartments are spread throughout small maisonettes and each features a private bathroom, a living room with a flat-screen TV and a fully-equipped kitchenette. Some apartments have a terrace or balcony.', 'Montpellier is 25 km from Résidence Odalys Fleur de Sel. Montpellier - Mediterranee Airport is 18 km from the property. Free outdoor parking is available. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
82,"10, Rue Amiral Courbet, 30220 Aigues-Mortes, France",Hôtel Saint Louis,8.4,https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Saint Louis! To save at this property, all you have to do is "", '.', 'Set in the historical heart of Aigues-Mortes, 183 m from the Tour de Constance, Hôtel Saint Louis is an air-conditioned hotel with a wellness center and restaurant. Free WiFi access is available on site and public city parking spots are available for free.', 'All rooms feature a contemporary décor inspired by the region and are fitted a flat-screen TV, a mini-bar and a telephone. Each room has a private bathroom. In the summer, guests can enjoy a drink on the patio or sun terrace. The onsite restaurant features a baroque-style décor and offers modern Camargue cuisine made with local produce and outdoor seating.', 'The property features a wellness center which includes a sauna-hammam which guests have free access upon reservation. Massages are also available upon request.', 'Nîmes is 43 km from Hôtel Saint Louis, while Arles is 49 km from the property. Montpellier - Mediterranee Airport is 26 km away. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
83,"440 Route De Nimes, 30220 Aigues-Mortes, France",Hotel Canal Aigues Mortes,8.5,https://www.booking.com/hotel/fr/canal-aigues-mortes.en-gb.html,"[""You're eligible for a Genius discount at Hotel Canal Aigues Mortes! To save at this property, all you have to do is "", '.', 'Hotel Canal Aigues Mortes is a 5-minute walk to the fortified city, on the banks of the canal, visible from its panoramic terrace and swimming pool. It offers air-conditioned rooms with free WiFi. Free parking is available and garage parking is possible for an extra charge, or free of charge for motorbikes.', 'All of the rooms in the 3-star Hotel Canal Aigues Mortes are soundproofed and have a flat-screen TV with French and foreign channels.', 'In the warmer months the buffet breakfast can be eaten on the outdoor terrace. In the summer, guests can also enjoy snacks or light meals by the canal.', 'Bicycle rental is available onsite and there is also a seminar room for meetings.', 'Hotel Canal Aigues Mortes is a 10-minute drive from Grau-du-Roi beach and a 20-minute drive from Montpellier-Méditerranée Airport. Aigues-Mortes train station is a 4-minute walk away. Montpellier, Arles and Nîmes can all be reached within 45 minutes by car. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
84,"551 Chemin du Bosquet, 30220 Aigues-Mortes, France",Maison T4 -Jardin+ Parking+ Clim -Proche Remparts,7.9,https://www.booking.com/hotel/fr/maison-t4-jardin-parking-clim-proche-remparts.en-gb.html,"[""You're eligible for a Genius discount at Maison T4 -Jardin+ Parking+ Clim -Proche Remparts! To save at this property, all you have to do is "", '.', 'Maison T4 -Jardin+ Parking+ Clim -Proche Remparts, a property with a terrace, is located in Aigues-Mortes, 25 km from Parc des Expositions de Montpellier, 29 km from Zenith Sud Montpellier, as well as 30 km from Odysseum Shopping Centre. The air-conditioned accommodation is 25 km from Montpellier Arena, and guests benefit from private parking available on site and free WiFi.', 'The apartment comes with 3 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, a microwave, a washing machine and an oven. Towels and bed linen are featured.', 'Montpellier Town Hall is 30 km from the apartment, while The Corum is 33 km away. The nearest airport is Montpellier - Mediterranee Airport, 26 km from Maison T4 -Jardin+ Parking+ Clim -Proche Remparts. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
85,"60 Chemin de Trouche, 30220 Aigues-Mortes, France",Résidence Odalys Le Mas des Flamants,7.9,https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.en-gb.html,"['Located outside Aigues-Mortes’ fortifications, Résidence Odalys Le Mas des Flamants is just next to the Vidourle River. You can relax in the swimming and paddling pools or go to the beach at Le-Grau-du-Roi, 7 km away.', 'Set in small and terraced houses, the apartments at Résidence Odalys Le Mas des Flamants offer a private patio or garden. A TV and Wi-Fi access are also available with an extra cost.', 'Meals can be prepared in the accommodation’s kitchenette and enjoyed in the small dining area. Each kitchenette includes hotplates, a microwave and a dishwasher.', 'One free parking space is offered per apartment and an on-site launderette is also at your disposal. Local activities include walking the 5 minutes to the town centre or relaxing on Port-Camargue Beach, 7 km away. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
86,"3 Impasse Aficion, 30220 Aigues-Mortes, France",Studio neuf avec jardin Aigues Mortes,8.0,https://www.booking.com/hotel/fr/studio-neuf-avec-jardin-aigues-mortes.en-gb.html,"['Situated in Aigues-Mortes, 23 km from Parc des Expositions de Montpellier and 27 km from Zenith Sud Montpellier, Studio neuf avec jardin Aigues Mortes offers a terrace and air conditioning. Located 23 km from Montpellier Arena, the property provides a garden and free private parking.', 'The apartment features 1 bedroom, a flat-screen TV with satellite channels, an equipped kitchen with a microwave and a fridge, and 1 bathroom with a shower.', 'Odysseum Shopping Centre is 28 km from the apartment, while Montpellier Town Hall is 28 km away. The nearest airport is Montpellier - Mediterranee Airport, 24 km from Studio neuf avec jardin Aigues Mortes. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
87,"30220 Aigues-Mortes, France",Modern Villa near Sea in Aigues Mortes with Balcony Terrace,8.2,https://www.booking.com/hotel/fr/holiday-home-au-bord-de-l-eau.en-gb.html,"[""You're eligible for a Genius discount at Modern Villa near Sea in Aigues Mortes with Balcony Terrace! To save at this property, all you have to do is "", '.', 'Set in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, Modern Villa near Sea in Aigues Mortes with Balcony Terrace offers a terrace and air conditioning. Housed in a building dating from 2007, this villa is 28 km from Zenith Sud Montpellier and 29 km from Odysseum Shopping Centre.', 'The villa has 3 bedrooms, a TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower.', 'Montpellier Town Hall is 29 km from the villa, while The Corum is 32 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 25 km from Modern Villa near Sea in Aigues Mortes with Balcony Terrace. ']",Aigues-Mortes,8.0,43.5658,4.1913,broken clouds,21,77,14,39
88,"35 boulevard Gambetta, 30220 Aigues-Mortes, France",La Villa Mazarin,9.1,https://www.booking.com/hotel/fr/la-villa-mazarin.en-gb.html,"[""You're eligible for a Genius discount at La Villa Mazarin! To save at this property, all you have to do is "", '.', 'Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. Free WiFi is available throughout.', 'The guest rooms have air conditioning, heating, satellite TV, a telephone and a fridge. All rooms are furnished in 17th-century Provençale style.', ""In the hotel's restaurant, Salon Mazarin, you can enjoy French culinary specialities or choose from a selection of light meals and snacks. The salon opens onto the courtyard and sun terrace."", 'Montpellier is 26 km from La Villa Mazarin, while Nîmes is 32 km away. The nearest airport is Mediterranee Airport, 19 km from the property. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
89,"22 Boulevard Gambetta, 30220 Aigues-Mortes, France",La Maison de Lyna,9.1,https://www.booking.com/hotel/fr/la-maison-de-lyna.en-gb.html,"['Situated 24 km from Montpellier Arena in Aigues-Mortes, La Maison de Lyna features accommodation with air conditioning and free WiFi.', 'The aparthotel offers a seating area with a flat-screen TV and a private bathroom with a hairdryer, free toiletries and shower. A fridge is also available, as well as a kettle and a coffee machine.', 'Parc des Expositions de Montpellier is 24 km from La Maison de Lyna, while Zenith Sud Montpellier is 28 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 25 km from the accommodation. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
90,"24 Rue Theaulon, 30220 Aigues-Mortes, France",Nid douillet t3 au coeur des remparts,8.7,https://www.booking.com/hotel/fr/nid-douillet-t3-au-coeur-des-remparts.en-gb.html,"[""You're eligible for a Genius discount at Nid douillet t3 au coeur des remparts! To save at this property, all you have to do is "", '.', 'Nid douillet t3 au coeur des remparts is located in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, in an area where hiking can be enjoyed. It features city views and free WiFi throughout the property.', 'This apartment includes 2 bedrooms, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a shower and a washing machine. Towels and bed linen are provided.', 'Zenith Sud Montpellier is 28 km from the apartment, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 25 km from Nid douillet t3 au coeur des remparts. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
91,"36 rue Victor Hugo, 30220 Aigues-Mortes, France",Ô 36 Rempart Sud B&B,9.2,https://www.booking.com/hotel/fr/o-36-rempart-sud.en-gb.html,"['Providing accommodation with free WiFi, air conditioning and flat-screen TV, Ô 36 Rempart Sud B&B is located 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier.', 'There is a fully equipped private bathroom with shower and a hairdryer.', 'A buffet breakfast is available daily at the bed and breakfast.', 'Ô 36 Rempart Sud B&B provides a terrace.', 'Zenith Sud Montpellier is 28 km from the accommodation, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 25 km from Ô 36 Rempart Sud B&B. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
92,"Résidence les rives de la tour N°17, 150 Rue du Vidourle, 30220 Aigues-Mortes, France",La Paloma,8.9,https://www.booking.com/hotel/fr/la-paloma-aigues-mortes.en-gb.html,"[""You're eligible for a Genius discount at La Paloma! To save at this property, all you have to do is "", '.', 'Offering garden views, La Paloma is an accommodation situated in Aigues-Mortes, 23 km from Parc des Expositions de Montpellier and 27 km from Zenith Sud Montpellier. The air-conditioned accommodation is 23 km from Montpellier Arena, and guests benefit from complimentary WiFi and private parking available on site.', 'The holiday home features 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a terrace with river views. For added convenience, the property can provide towels and bed linen for an extra charge.', 'Odysseum Shopping Centre is 28 km from the holiday home, while Montpellier Town Hall is 28 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 25 km from La Paloma. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
93,"913 Chemin D'esparron, 30220 Aigues-Mortes, France",B&B La Terre Brûlée,9.2,https://www.booking.com/hotel/fr/b-amp-b-la-terre-brulee.en-gb.html,"['Situated in Aigues-Mortes, 25 km from Montpellier Arena and 25 km from Parc des Expositions de Montpellier, B&B La Terre Brûlée features accommodation with free WiFi, air conditioning and access to a garden with an outdoor swimming pool.', 'There is a private bathroom with shower in all units, along with a hairdryer and free toiletries.', 'Guests at the bed and breakfast can enjoy a continental breakfast.', 'A terrace is available for guests to use at B&B La Terre Brûlée.', 'Zenith Sud Montpellier is 29 km from the accommodation, while Odysseum Shopping Centre is 30 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 27 km from B&B La Terre Brûlée. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
94,"Route des Saintes Marie de la Mer , 30220 Aigues-Mortes, France",Mas de la Montille,9.1,https://www.booking.com/hotel/fr/mas-de-la-montille.en-gb.html,"[""You're eligible for a Genius discount at Mas de la Montille! To save at this property, all you have to do is "", '.', 'The Mas de la Montille is located in Aigues Mortes, 10 km from Espiguette Beach.  It features a seasonal swimming pool and an orchard in its garden and you can relax in the hot tub.', 'All of the air-conditioned bedrooms of the guest house have a view of the garden and are decorated in an elegant way. Some of them also feature oriental furniture and a seating area.', 'A breakfast made of organic products is available and can be delivered into their room. Homemade meals accompanied by a drink from the bar are available upon request.', 'The garden also has a children’s playground with a trampoline and you can go visit the donkey and the hen.', 'It is located 15 km from the La Grande Motte Golf Resort and 20 km from Montpellier and its train station. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
95,"6 Rue Paul Bert, 30220 Aigues-Mortes, France",La maison sur la place,8.7,https://www.booking.com/hotel/fr/la-maison-sur-la-place-aigues-mortes.en-gb.html,"['Located in Aigues-Mortes, within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier, La maison sur la place offers accommodation with free WiFi, air conditioning, a garden and a terrace. The property features city views and is 28 km from Zenith Sud Montpellier and 29 km from Odysseum Shopping Centre.', 'The holiday home is equipped with 2 bedrooms, 2 bathrooms, bed linen, towels, a flat-screen TV with cable channels, a fully equipped kitchen, and a patio with garden views. For added convenience, the property can provide towels and bed linen for an extra charge.', 'Montpellier Town Hall is 29 km from the holiday home, while The Corum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 25 km from La maison sur la place. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
96,"4 rue Paul Bert, 30220 Aigues-Mortes, France",La Maison de la Viguerie,9.3,https://www.booking.com/hotel/fr/la-maison-de-la-viguerie.en-gb.html,"['Situated inside the medieval city walls of Aigues-Mortes, 26 km from Montpellier, La Maison de la Viguerie features a sun terrace and views of the garden.', 'All rooms are equipped with a flat-screen TV and a kettle. The rooms are equipped with a private bathroom fitted with a walk-in shower, bathrobes, free toiletries and a hairdryer.', 'There is a shared lounge at the property.', 'Nîmes is 32 km from La Maison de la Viguerie, while Arles is 37 km away. The nearest airport is Mediterranee Airport, 19 km from the property. ']",Aigues-Mortes,9.0,43.5658,4.1913,broken clouds,21,77,14,39
97,"Salins du Midi - Route du grau du Roi, 30220 Aigues-Mortes, France",la cabane du saunier Stella - Etang du Roy,9.5,https://www.booking.com/hotel/fr/la-cabane-du-saunier-stella-etang-du-roy.en-gb.html,"['La cabane du saunier Stella - Etang du Roy is set in Aigues-Mortes, 32 km from Zenith Sud Montpellier, 33 km from Odysseum Shopping Centre, and 33 km from Montpellier Town Hall. With free private parking, the property is 28 km from Montpellier Arena and 28 km from Parc des Expositions de Montpellier.', 'Leading onto a terrace, the air-conditioned holiday home consists of 1 bedroom and a fully equipped kitchenette.', 'The Corum is 36 km from the holiday home, while Fabre Museum is 36 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from la cabane du saunier Stella - Etang du Roy. ']",Aigues-Mortes,10.0,43.5658,4.1913,broken clouds,21,77,14,39
98,"14 Rue de la Verrerie, 30220 Aigues-Mortes, France",11 le tadorne,9.5,https://www.booking.com/hotel/fr/11-le-tadorne.en-gb.html,"['Boasting garden views, 11 le tadorne offers accommodation with a balcony and a coffee machine, around 25 km from Parc des Expositions de Montpellier. The air-conditioned accommodation is 25 km from Montpellier Arena, and guests benefit from private parking available on site and free WiFi.', 'This apartment is fitted with 1 bedroom, a kitchen with a microwave and a fridge, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are offered in the apartment.', 'A terrace is available for guests to use at the apartment.', 'Zenith Sud Montpellier is 29 km from 11 le tadorne, while Odysseum Shopping Centre is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 26 km from the accommodation. ']",Aigues-Mortes,10.0,43.5658,4.1913,broken clouds,21,77,14,39
